"County","County Name","Election District - Precinct","Congressional","Legislative","Office Name","Office District","Candidate Name","Party","Winner","Write-In?","Early Votes","Early Votes Against","Election Night Votes","Election Night Votes Against","Mail-In Ballot 1 Votes","Mail-In Ballot 1 Votes Against","Provisional Votes","Provisional Votes Against","Mail-In Ballot 2 Votes","Mail-In Ballot 2 Votes Against" 
"02","Anne Arundel County","005-003","03","33C","President - Vice Pres","","Cornel West and Melina Abdullah","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-003","03","33C","President - Vice Pres","","Michael Yost","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-003","03","33C","President - Vice Pres","","Other Write-Ins","","","Y","7","","5","","3","","0","","0","" 
"02","Anne Arundel County","005-003","03","33C","U.S. Senator","","Angela Alsobrooks","DEM","Y","","261","","157","","227","","17","","47","" 
"02","Anne Arundel County","005-003","03","33C","U.S. Senator","","Larry Hogan","REP","","","413","","338","","144","","26","","40","" 
"02","Anne Arundel County","005-003","03","33C","U.S. Senator","","Mike Scott","LIB","","","17","","15","","2","","1","","1","" 
"02","Anne Arundel County","005-003","03","33C","U.S. Senator","","Patrick J. Burke","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-003","03","33C","U.S. Senator","","Billy Bridges","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-003","03","33C","U.S. Senator","","Irwin William Gibbs","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-003","03","33C","U.S. Senator","","Christy Renee Helmondollar","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-003","03","33C","U.S. Senator","","Robin Rowe","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-003","03","33C","U.S. Senator","","Other Write-Ins","","","Y","3","","1","","1","","0","","0","" 
"02","Anne Arundel County","005-003","03","33C","U.S. Congress","03","Sarah Elfreth","DEM","Y","","321","","217","","266","","22","","61","" 
"02","Anne Arundel County","005-003","03","33C","U.S. Congress","03","Robert J. Steinberger","REP","","","334","","237","","90","","17","","16","" 
"02","Anne Arundel County","005-003","03","33C","U.S. Congress","03","Miguel Barajas","LIB","","","11","","21","","5","","1","","2","" 
"02","Anne Arundel County","005-003","03","33C","U.S. Congress","03","Other Write-Ins","","","Y","1","","1","","0","","0","","0","" 
"02","Anne Arundel County","005-003","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Claudia Barber","JUD","","","167","","105","","98","","12","","27","" 
"02","Anne Arundel County","005-003","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Thomas F. Casey","JUD","Y","","269","","178","","124","","9","","22","" 
"02","Anne Arundel County","005-003","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Christine Marie Celeste","JUD","Y","","318","","222","","194","","18","","33","" 
"02","Anne Arundel County","005-003","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Ginina A. Jackson-Stevenson","JUD","","","149","","123","","129","","7","","26","" 
"02","Anne Arundel County","005-003","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Other Write-Ins","","","Y","6","","11","","2","","1","","0","" 
"02","Anne Arundel County","005-003","03","33C","Appeals Judge MD at Lrg","","Anne K. Albright","JUD","Y","","451","111","335","79","273","28","26","6","54","5" 
"02","Anne Arundel County","005-003","03","33C","Appeals Judge MD at Lrg","","Kevin F. Arthur","JUD","Y","","439","114","322","86","258","41","25","7","51","6" 
"02","Anne Arundel County","005-003","03","33C","Appeals Judge MD at Lrg","","Andrea M. Leahy","JUD","Y","","441","113","327","81","267","37","25","8","55","3" 
"02","Anne Arundel County","005-003","03","33C","Board of Education","005","LaToya Nkongolo","NON","","","260","","191","","83","","12","","20","" 
"02","Anne Arundel County","005-003","03","33C","Board of Education","005","Dana Schallheim","NON","Y","","321","","239","","242","","15","","45","" 
"02","Anne Arundel County","005-003","03","33C","Board of Education","005","Other Write-Ins","","","Y","5","","3","","3","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Kamala D. Harris and Tim Walz","DEM","Y","","222","","303","","270","","34","","32","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Donald J. Trump and JD Vance","REP","","","279","","398","","87","","36","","10","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Chase Oliver and Mike ter Maat","LIB","","","3","","9","","7","","1","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Jill Ellen Stein and Rudolph Ware","GRN","","","3","","7","","4","","2","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Robert F. Kennedy, Jr. and Nicole Shanahan","UNA","","","4","","10","","5","","2","","1","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Sharon E Harris","DEM","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Ralph Jaffe","DEM","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Paij Boring and Jaimey Rutschman","REP","","Y","1","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Sethatina Newman","REP","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Carol Asher","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Jokie Beckett, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Claudia De la Cruz and Karina Garcia","OTC","","Y","0","","1","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","John R. Gibb, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Joseph Kishore","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","William P. Stodden","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Shiva Ayyadurai and Crystal Ellis","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","President R. Boddie","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Theo Brown, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Susan Maude Buchser","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","John Cheng and Wayne Waligorski","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Cherunda Fox","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Garry Hubbard and Elizabeth Seymour","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Shondra Irving","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Douglas Jenkins","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Brian Larry Kienitz","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Richard Mayers","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Andrè Ramon McNeil, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Future Madam Potus and Jessica Kennedy","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Benjamin L. Schwalb","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Peter Sonski","UNA","","Y","0","","0","","1","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Lester H. Waller, Jr.","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Cornel West and Melina Abdullah","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Michael Yost","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","President - Vice Pres","","Other Write-Ins","","","Y","3","","5","","5","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","U.S. Senator","","Angela Alsobrooks","DEM","Y","","160","","206","","217","","22","","26","" 
"02","Anne Arundel County","005-004","03","33C","U.S. Senator","","Larry Hogan","REP","","","339","","485","","160","","49","","16","" 
"02","Anne Arundel County","005-004","03","33C","U.S. Senator","","Mike Scott","LIB","","","13","","30","","5","","2","","0","" 
"02","Anne Arundel County","005-004","03","33C","U.S. Senator","","Patrick J. Burke","OTC","","Y","1","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","U.S. Senator","","Billy Bridges","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","U.S. Senator","","Irwin William Gibbs","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","U.S. Senator","","Christy Renee Helmondollar","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","U.S. Senator","","Robin Rowe","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","U.S. Senator","","Other Write-Ins","","","Y","0","","3","","1","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","U.S. Congress","03","Sarah Elfreth","DEM","Y","","197","","282","","257","","33","","35","" 
"02","Anne Arundel County","005-004","03","33C","U.S. Congress","03","Robert J. Steinberger","REP","","","287","","382","","100","","29","","7","" 
"02","Anne Arundel County","005-004","03","33C","U.S. Congress","03","Miguel Barajas","LIB","","","11","","24","","6","","2","","0","" 
"02","Anne Arundel County","005-004","03","33C","U.S. Congress","03","Other Write-Ins","","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-004","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Claudia Barber","JUD","","","105","","181","","93","","21","","11","" 
"02","Anne Arundel County","005-004","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Thomas F. Casey","JUD","Y","","192","","279","","114","","25","","11","" 
"02","Anne Arundel County","005-004","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Christine Marie Celeste","JUD","Y","","229","","277","","194","","16","","14","" 
"02","Anne Arundel County","005-004","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Ginina A. Jackson-Stevenson","JUD","","","116","","124","","109","","11","","6","" 
"02","Anne Arundel County","005-004","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Other Write-Ins","","","Y","2","","6","","0","","1","","0","" 
"02","Anne Arundel County","005-004","03","33C","Appeals Judge MD at Lrg","","Anne K. Albright","JUD","Y","","313","88","425","151","251","45","45","9","21","4" 
"02","Anne Arundel County","005-004","03","33C","Appeals Judge MD at Lrg","","Kevin F. Arthur","JUD","Y","","298","99","420","146","231","57","40","11","18","6" 
"02","Anne Arundel County","005-004","03","33C","Appeals Judge MD at Lrg","","Andrea M. Leahy","JUD","Y","","307","96","425","142","256","35","42","10","19","5" 
"02","Anne Arundel County","005-004","03","33C","Board of Education","005","LaToya Nkongolo","NON","","","180","","254","","74","","19","","2","" 
"02","Anne Arundel County","005-004","03","33C","Board of Education","005","Dana Schallheim","NON","Y","","225","","324","","235","","30","","27","" 
"02","Anne Arundel County","005-004","03","33C","Board of Education","005","Other Write-Ins","","","Y","5","","8","","0","","1","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Kamala D. Harris and Tim Walz","DEM","Y","","170","","250","","229","","20","","39","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Donald J. Trump and JD Vance","REP","","","176","","160","","60","","12","","15","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Chase Oliver and Mike ter Maat","LIB","","","4","","5","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Jill Ellen Stein and Rudolph Ware","GRN","","","5","","4","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Robert F. Kennedy, Jr. and Nicole Shanahan","UNA","","","4","","1","","4","","2","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Sharon E Harris","DEM","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Ralph Jaffe","DEM","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Paij Boring and Jaimey Rutschman","REP","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Sethatina Newman","REP","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Carol Asher","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Jokie Beckett, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Claudia De la Cruz and Karina Garcia","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","John R. Gibb, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Joseph Kishore","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","William P. Stodden","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Shiva Ayyadurai and Crystal Ellis","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","President R. Boddie","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Theo Brown, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Susan Maude Buchser","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","John Cheng and Wayne Waligorski","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Cherunda Fox","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Garry Hubbard and Elizabeth Seymour","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Shondra Irving","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Douglas Jenkins","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Brian Larry Kienitz","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Richard Mayers","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Andrè Ramon McNeil, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Future Madam Potus and Jessica Kennedy","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Benjamin L. Schwalb","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Peter Sonski","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Lester H. Waller, Jr.","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Cornel West and Melina Abdullah","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Michael Yost","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","President - Vice Pres","","Other Write-Ins","","","Y","1","","7","","4","","0","","1","" 
"02","Anne Arundel County","005-005","03","33C","U.S. Senator","","Angela Alsobrooks","DEM","Y","","141","","192","","184","","15","","29","" 
"02","Anne Arundel County","005-005","03","33C","U.S. Senator","","Larry Hogan","REP","","","206","","220","","111","","19","","23","" 
"02","Anne Arundel County","005-005","03","33C","U.S. Senator","","Mike Scott","LIB","","","8","","10","","6","","1","","2","" 
"02","Anne Arundel County","005-005","03","33C","U.S. Senator","","Patrick J. Burke","OTC","","Y","1","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","U.S. Senator","","Billy Bridges","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","U.S. Senator","","Irwin William Gibbs","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","U.S. Senator","","Christy Renee Helmondollar","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","U.S. Senator","","Robin Rowe","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","U.S. Senator","","Other Write-Ins","","","Y","2","","1","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","U.S. Congress","03","Sarah Elfreth","DEM","Y","","165","","242","","222","","21","","37","" 
"02","Anne Arundel County","005-005","03","33C","U.S. Congress","03","Robert J. Steinberger","REP","","","179","","155","","62","","12","","16","" 
"02","Anne Arundel County","005-005","03","33C","U.S. Congress","03","Miguel Barajas","LIB","","","8","","11","","2","","2","","2","" 
"02","Anne Arundel County","005-005","03","33C","U.S. Congress","03","Other Write-Ins","","","Y","0","","1","","0","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Claudia Barber","JUD","","","91","","123","","64","","8","","19","" 
"02","Anne Arundel County","005-005","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Thomas F. Casey","JUD","Y","","150","","149","","82","","8","","16","" 
"02","Anne Arundel County","005-005","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Christine Marie Celeste","JUD","Y","","156","","177","","153","","13","","25","" 
"02","Anne Arundel County","005-005","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Ginina A. Jackson-Stevenson","JUD","","","98","","109","","114","","5","","20","" 
"02","Anne Arundel County","005-005","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Other Write-Ins","","","Y","3","","4","","1","","0","","0","" 
"02","Anne Arundel County","005-005","03","33C","Appeals Judge MD at Lrg","","Anne K. Albright","JUD","Y","","220","75","280","72","210","23","25","2","34","5" 
"02","Anne Arundel County","005-005","03","33C","Appeals Judge MD at Lrg","","Kevin F. Arthur","JUD","Y","","213","79","263","78","197","31","19","6","34","6" 
"02","Anne Arundel County","005-005","03","33C","Appeals Judge MD at Lrg","","Andrea M. Leahy","JUD","Y","","228","68","286","61","203","27","20","4","36","3" 
"02","Anne Arundel County","005-005","03","33C","Board of Education","005","LaToya Nkongolo","NON","","","123","","144","","76","","10","","11","" 
"02","Anne Arundel County","005-005","03","33C","Board of Education","005","Dana Schallheim","NON","Y","","180","","208","","170","","9","","34","" 
"02","Anne Arundel County","005-005","03","33C","Board of Education","005","Other Write-Ins","","","Y","2","","6","","1","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Kamala D. Harris and Tim Walz","DEM","Y","","190","","244","","305","","25","","62","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Donald J. Trump and JD Vance","REP","","","171","","222","","78","","15","","7","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Chase Oliver and Mike ter Maat","LIB","","","3","","7","","4","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Jill Ellen Stein and Rudolph Ware","GRN","","","2","","4","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Robert F. Kennedy, Jr. and Nicole Shanahan","UNA","","","2","","7","","1","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Sharon E Harris","DEM","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Ralph Jaffe","DEM","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Paij Boring and Jaimey Rutschman","REP","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Sethatina Newman","REP","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Carol Asher","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Jokie Beckett, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Claudia De la Cruz and Karina Garcia","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","John R. Gibb, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Joseph Kishore","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","William P. Stodden","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Shiva Ayyadurai and Crystal Ellis","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","President R. Boddie","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Theo Brown, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Susan Maude Buchser","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","John Cheng and Wayne Waligorski","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Cherunda Fox","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Garry Hubbard and Elizabeth Seymour","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Shondra Irving","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Douglas Jenkins","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Brian Larry Kienitz","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Richard Mayers","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Andrè Ramon McNeil, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Future Madam Potus and Jessica Kennedy","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Benjamin L. Schwalb","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Peter Sonski","UNA","","Y","0","","1","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Lester H. Waller, Jr.","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Cornel West and Melina Abdullah","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Michael Yost","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","President - Vice Pres","","Other Write-Ins","","","Y","2","","9","","5","","0","","2","" 
"02","Anne Arundel County","005-006","03","33C","U.S. Senator","","Angela Alsobrooks","DEM","Y","","139","","155","","238","","16","","37","" 
"02","Anne Arundel County","005-006","03","33C","U.S. Senator","","Larry Hogan","REP","","","229","","331","","154","","23","","35","" 
"02","Anne Arundel County","005-006","03","33C","U.S. Senator","","Mike Scott","LIB","","","7","","8","","0","","1","","0","" 
"02","Anne Arundel County","005-006","03","33C","U.S. Senator","","Patrick J. Burke","OTC","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","U.S. Senator","","Billy Bridges","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","U.S. Senator","","Irwin William Gibbs","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","U.S. Senator","","Christy Renee Helmondollar","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","U.S. Senator","","Robin Rowe","UNA","","Y","0","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","U.S. Senator","","Other Write-Ins","","","Y","0","","1","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","U.S. Congress","03","Sarah Elfreth","DEM","Y","","184","","214","","279","","23","","53","" 
"02","Anne Arundel County","005-006","03","33C","U.S. Congress","03","Robert J. Steinberger","REP","","","178","","252","","101","","14","","14","" 
"02","Anne Arundel County","005-006","03","33C","U.S. Congress","03","Miguel Barajas","LIB","","","7","","12","","2","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","U.S. Congress","03","Other Write-Ins","","","Y","1","","0","","0","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Claudia Barber","JUD","","","107","","99","","86","","9","","16","" 
"02","Anne Arundel County","005-006","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Thomas F. Casey","JUD","Y","","164","","195","","107","","10","","22","" 
"02","Anne Arundel County","005-006","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Christine Marie Celeste","JUD","Y","","167","","218","","185","","9","","26","" 
"02","Anne Arundel County","005-006","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Ginina A. Jackson-Stevenson","JUD","","","76","","118","","162","","6","","23","" 
"02","Anne Arundel County","005-006","03","33C","Judge Circuit Court","Anne Arundel County Circuit Court 05","Other Write-Ins","","","Y","3","","4","","4","","0","","0","" 
"02","Anne Arundel County","005-006","03","33C","Appeals Judge MD at Lrg","","Anne K. Albright","JUD","Y","","256","56","328","76","269","26","18","8","47","3" 
"02","Anne Arundel County","005-006","03","33C","Appeals Judge MD at Lrg","","Kevin F. Arthur","JUD","Y","","258","48","320","76","263","28","17","7","44","5" 
"02","Anne Arundel County","005-006","03","33C","Appeals Judge MD at Lrg","","Andrea M. Leahy","JUD","Y","","257","52","321","77","266","32","17","8","47","3" 
"02","Anne Arundel County","005-006","03","33C","Board of Education","005","LaToya Nkongolo","NON","","","144","","162","","86","","8","","13","" 
"02","Anne Arundel County","005-006","03","33C","Board of Education","005","Dana Schallheim","NON","Y","","185","","251","","253","","23","","39","" 
